CHOU, T
BARNES, RG
MURAKAMI, M
HARIMA, H
KURATA, K
GOUYET, JF
FROHLICH, K
ESPINOS, JP
HOLGADO, JP
HALABICA, A
PRIPKO, M
GILABERT, A
PAESSENS, M
XUE, QK
PETERS, O
HERTLEIN, C
ASTA, M
ALEKSEEV, A
MIELSCH, LI
DRAEGER, EW
FONDADO, A
CACIUFFO, R
GUIDI, T
GOODENOUGH, JB
ULLRICH, CA
LIAO, XY
HUANG, JY
WILLIS, JO
MOULOPOULOS, K
LYON, SA
THEODOROPOULOU, N
OVERBERG, ME
ABERNATHY, CR
PEARTON, SJ
CHU, SNG
WILSON, RG
SALES, B
PENG, Y
MOHAMED, F
SANCHEZ, O
GIURA, P
MIRONE, A
TARDIO, MM
MILOVANOV, AV
CERMELLI, P
PODIO-GUIDUGLI, P
DUIJN, JV
LEWIS, MJ
GONTIS, V
CLAYHOLD, JA
ULUTAGAY-KARTIN, M
HWU, SJ
KOO, HJ
WHANGBO, MH
EAIPRASERTSAK, K
LARCERDA, AH
SCHROETER, DF
MATSUO, R
MIWA, K
MITANI, T
SAULNIER, F
SOENDERGAARD, LR
UDESEN, J
TSUKAMOTO, S
RODRIGUEZ, A
LEMAISTRE, JP
KENDZIORA, CA
BEZERRA, JR
SMOLYARENKO, IE
ZVYAGIN, S
ANGERHOFER, A
KAMENEV, KV
PADILLA, WJ
SCHENKEL, T
HOLDER, JP
MCDONALD, JW
MEIJER, J
PERSAUD, A
SCHNEIDER, DH
YUZBASHYAN, EA
PRETTI, M
BROWN, SP
FUENTE, ORDL
ZIMMERMAN, JA
GONZALEZ, MA
FIGUERA, JDL
HAMILTON, JC
PAI, WW
ROJO, JM
SING, M
SCHWINGENSCHLOEGL, U
JACOBSEN, CS
HEERMANN, DW
SHLYAPNIKOV, G
KHAIN, E
SUGIURA, M
BULGAKOV, EN
SADREEV, AF
KRUPKE, R
HENNRICH, F
HAMPE, O
MALIK, S
MUZY, PT
CRONENWETT, SM
LYNCH, HJ
BOERLIN, J
RACINE, E
LAGUTA, VV
BYKOV, IP
GREGOROVIC, A
ZALAR, B
KALISCH, F
NORSEN, T
TROMP, J
VITANYI, P
FABINGER, M
SMOLIN, L
MAILLET, JM
TERRAS, V
BATTYE, R
GIBBONS, G
GATTI, A
BLEHER, P
DI, X
MAJOR, P
STRAHOV, E
MILEKOVIC, M
STOJIC, M
GIELERAK, R
DAMEK, J
HORNBERGER, K
XIN, J
LACORATA, G
WAKELING, J
LANGE, O
SCHROERS, BJ
JALAN, S
BACKER, A
MANZE, A
ROMERO-BASTIDA, M
BRAUN, E
SANTOS, LF
KUSNEZOV, D
ABROSIMOV, VI
PENARANDA, A
AUGUET, CE
RAVIV, U
CUNTO, FD
PELLEGRINO, M
BLAHA, S
WILLE, LT
BEISBART, C
LOIDL, R
BADUREK, G
BARON, M
RAUCH, H
SPARENBERG, JM
HAVEL, TF
FURUKAWA, A
AIKAWA, H
KATSUMOTO, S
IYE, Y
WANG, TM
GERACE, D
CHOY, TS
PASTOR, GM
OKATOV, SV
DUBOVIK, VM
GALPERIN, AG
RICHVITSKY, VS
LUSHNIKOV, AA
CUCCHIERI, A
MENDES, T
OGAWA, SI
MOTTONEN, M
NAKAHARA, M
SHIMADA, H
ADJEMIAN, F
EVESQUE, P
KIM, JU
MATIA, K
GOODWIN, SP
GRUNBERG, HHV
BALASELVI, SJ
KANG, JW
HWANG, HJ
KIM, WW
KIM, TW
LEE, GY
HO, PL
HUANG, HL
LIN, PH
ZHANG, YL
SAVICI, AT
FUDAMOTO, Y
GAT, IM
LARKIN, MI
SUKHORUKOV, YP
GANSHINA, EA
LOSHKAREVA, NN
VINOGRADOV, AN
SCHMIDT, P
AUDOUARD, A
BROSSARD, L
PESOTSKII, S
LYUBOVSKII, R
LYUBOVSKAYA, R
WOOD, RF
SERNELIUS, BE
SUNYER, E
KARL, C
CRUZ-BARRIOS, S
PIZA, AFRDT
MARACHEVSKY, VN
PAGLIONE, J
PERZ, JM
MARCHESINI, S
MANNELLA, N
FADLEY, CS
HOVE, MAV
BUCHER, JJ
SHUH, DK
FABRIS, L
PRESS, MH
WEST, MW
STOLTE, WC
ABAJO, FJGD
KANG, N
KONG, WJ
HU, JS
YI, W
WANG, YP
ZHANG, DL
PAN, ZW
ISHII, K
FUJIWARA, A
SUEMATSU, H
KUBOZONO, Y
COMTET, A
ROMAN, JM
ROCHE, PE
KASUMOV, A
PILLARISETTY, R
KOAYASHI, W
SATAKE, A
WIO, MKAH
CHUBYKALO, O
SMIRNOV-RUEDA, R
WONGSAM, MA
CHANTRELL, RW
GONZALEZ, JM
PASSOS, EJVD
YAMADA, M
ROBLEDO, A
MAINIERI, MS
GILDOR, H
KOVAL, YI
KOUH, T
VALLES, JM
STRECKA, J
JASCUR, M
KALVOVA, A
SYROMYATNIKOV, AV
BENCI, V
MENCONI, G
JANG, J
PODELSHCHIKOV, AI
ZILBERVARG, VE
VOTH, GA
BIGGER, B
BUCKLEY, MR
STONE, HA
ALBRECHT, JD
MISHRA, A
YANG, IS
KLEIN, MV
BUDKO, S
DEROULERS, C
ISLAM, ATMN
BEVAN, D
USHEROV-MARSHAK, I
ARCAS-GUIJARRO, J
HERNANDO-MANERU, A
VOTYAKOV, EV
HIDMI, HI
VALLE, RGD
MONTAGNA, G
NICROSINI, O
MORENI, N
RICHMOND, B
NILSEN, K
BERGEMANN, C
YANG, CK
GUILLON, S
VLIET, CMV
KONTRYM-SZNAJD, G
SORMANN, H
WEST, RN
BIASINI, M
CZOPNIK, A
JURA, A
MONGE, M
SAMSEL-CZEKALA, M
DUERR, O
MAAS, P
ALBERICH, R
MIRO-JULIA, J
ROSSELLO, F
KUMAR, PBS
BERCHE, PE
PHYSIK, WJS
MANGHI, F
DORING, G
SCHULKE, W
DAS, KK
LAPEYRE, GJ
MCGUIRE, PC
BOHR, H
HASCHKE, R
PERSHING, C
RAFELSKI, J
PINETTES, C
GARCIA-MATRES, E
YAMAKOV, V
HAW, MD
LYMAN, E
OCONNOR, D
SANTIAGO, JA
GHAISAS, SV
CHECHKIN, AV
GOERLING, A
GUO, S
KURIHARA, Y
ARECCHI, FT
MORGENSTERN, M
KLIJN, J
MEYER, C
GETZLAFF, M
ADELUNG, R
WIESENDANGER, R
LAISSARDIERE, GTD
ABALOSHEV, A
ABALOSHEVA, I
LEWANDOWSKI, S
INDENBOM, MV
BUIA, C
BERNHARD, BH
CASADO-PASCUAL, J
GOMEZ-ORDONEZ, J
MORILLO, M
QUINTERO, M
CURIALE, J
BAULIN, VA
ARNOLD, A
RODRIGUEZ, GF
SANCHEZ, JR
ROGULA, D
SZTYREN, M
ARINGAZIN, AK
MAZHITOV, MI
LEONOV, AI
VOLKOV, VS
KUMARY, TG
JANAKI, J
MANI, A
CARRARO, C
SOLOVYEV, AG
OGANESYAN, KB
DIKOVSKY, V
MARKOVICH, V
ISHIZAKA, K
JASTRZEBSKI, W
MODUGNO, G
ROATI, G
IVANOV, MV
LEDERMAN, D
ORTIZ-ESTRADA, C
LUNA-BARCENAS, G
SANCHEZ, IC
ALVARADO, JF
MARTINEZ, L
KREVCHIK, VD
GRUNIN, AB
SEMENOV, MB
USUDA, M
HAMADA, N
BUEHLER, TM
ZHARKOV, VM
KORIN-HAMZIC, B
ZEREC, I
TRASCA, RA
SCHER, H
MARGOLIN, G
BERKOWITZ, B
JOHNSON-STEIGELMAN, HT
BRINCK, AV
LYMAN, PF
CHUANG, Y
KORALEK, JD
YAMAGUCHI, Y
STEEL, DG
MORIWAKE, K
REMISOV, DY
PAUL, W
RIBOLI, F
MOHANTY, PK
PAVLOVSKII, VV
GRANDE, R
YUSUF, E
HUONG, NQ
MAITI, A
KOBAYASHI, M
ENDO, M
KOMATSUBARA, T
MAEZAWA, K
RUBAN, AV
SIMAK, SI
KORZHAVYI, PA
ANAYA, A
KOROTKOV, AL
BREU, APJ
KRUELLE, CA
SANFABIAN, E
PUTZ, MV
GOODMAN, J
GRANT, PM
SHEAHEN, TP
MANAGO, T
AKINAGA, H
DEMUER, A
HOLMES, AT
AIBA, Y
BAILEY, SWD
JOANNIS, JD
REGUL, J
KEYSER, UF
PAESLER, M
MALAVE, A
OESTERSCHULZE, E
WIECK, AD
BORCK, S
ISHIZUKA, Y
MORF, RH
MUETHER, H
SEDRAKIAN, A
HUEPE, C
ALDANA, M
WANG, JX
KAIS, S
LEVINE, RD
BLOMQUIST, T
SCHANZE, H
ZOZOULENKO, IV
STOCKMANN, HJ
GORBAR, EV
DOROZHKIN, P
NEJOH, H
FUJITA, D
SHIRLEY, EL
CHANG, GS
WU, XS
LUKATSKY, DB
OZON, F
KAWAMURA, M
REDNER, O
BAAKE, E
THUL, R
VOELTZ, C
NITSCHKE, M
HEYMANN, L
WOLF, F
MIGLIETTA, F
SLOOT, PMA
ROIJ, RV
ANDRIENKO, D
MECKE, KR
CHAKRAVERTY, BK
SAAIDI, K
SETARE, MR
NAKOTTE, H
NG, K
IM, HJ
KWON, YS
GERGELY, H
OBORNY, B
CSONTOS, M
KAPTAS, D
MARKO, J
ISLAMOV, DR
SOGO, T
SHORIKOV, AO
CALLAN-JONES, A
PIAI, M
SCHULHAUSER, C
HAFT, D
CHAPLIK, A
WARBURTON, RJ
SCHOENFELD, W
GARCIA, JM
SCHULTE, T
ZEIN, NE
TRUJILLO, L
BESSELING, R
DROSE, T
BULATOV, VV
SCHAUERTE, T
DONGEN, PGJV
LOPEZ, GM
TARASOV, VP
MURAVLEV, YB
IZOTOV, DE
NETOCNY, K
RUZMETOV, D
SCHERSCHLIGT, J
KASHURNIKOV, VA
KUMAR, AVA
YASHONATH, S
SLEBARSKI, A
WEI, C
SRIVASTAVA, D
HENNIG, RG
KELTON, KF
GHOSH, AW
ZAHID, F
DAMLE, PS
FAGO, M
MANWART, C
AALTOSALMI, U
KOPONEN, A
MICCICHE, S
OWEN, JHG
MIKI, K
YEOM, HW
FREKING, A
MUNOZ-AGUIRRE, N
MARTINEZ-PEREZ, L
CARBALLO-SANCHEZ, AF
DROGOBITSKIY, YV
SALAZAR, JL
LIU, KF
BHATTACHARYYA, T
LANGMANN, E
KOBASHI, Y
SUGAMOTO, A
CHOE, YB
OXLEY, JG
TWAROCK, R
BARASHENKOV, IV
SHCHESNOVICH, VS
ADAMS, R
AMANN, C
TOUSSAINT, M
KORABEL, N
REBUZZINI, L
PONOMAREV, AV
ZSCHIEGNER, SA
THOMSEN, LK
TERILLA, J
UKENA, A
KENNETH, O
TOMMASINI, D
PENA, ODL
AGUAYO, A
COSS, RD
JONSELL, S
DYACHKOV, PN
SKACEJ, G
ZUMER, S
GRANDINI, CR
MORITA, H
KAUFMANN, Z
CHRISTENSEN, M
APPEL, H
MORA, C
ROUDI, Y
SAHA, KK
SAHA, S
SINHA, TP
KASNER, M
LINDESAY, JV
MORRISON, HL
DRAGULESCU, AA
ARDUINI, A
OKABAYASHI, J
KANDILAROV, BD
DETCHEVA, V
SPIEGELMAN, F
RESHETNYAK, V
REZNIKOV, Y
FANCHIOTTI, H
CANAL, CAG
MARTINEZ, N
HOUGHTON, A
GERASIMOV, EG
GAVIKO, VS
BARTKOWSKI, S
VISSER, D
REBANE, TK
BUDAKIAN, R
PUTTERMAN, SJ
PEETS, D
ROUSSEAU, V
RIGOL, M
EZHOV, S
SCHAFER, L
MARKOVICH, T
POWELL, BJ
BRIANT, AJ
PAPATZACOS, P
ANKUDINOV, AL
NESVIZHSKII, AI
WEI, X
DIAZ, SV
YSIQUE, PS
VAKHRUSHEV, S
SHAPIRO, S
REITER, GF
MAYERS, J
PLATZMAN, P
YANG, S
ISHII, A
FUKUYO, A
SATO, Y
ARISAWA, S
KOMORI, K
KAWAGISHI, K
FUKUTOMI, M
SUO, HL
SU, XD
PCHELKINA, ZV
BARISIC, N
VIEIRA, M
BRUSETTI, R
HAEN, P
KOH, DS
TAMURA, N
CALDWELL, WA
PATEL, JR
BONATSOS, D
LENIS, D
RAYCHEV, PP
TERZIEV, PA
IGNATOVA, TV
ZVYAGINA, GA
KOLOBOV, IG
MASALITIN, EA
FIL, VD
PADERNO, YV
BYKOV, AN
PADERNO, VN
LYASHENKO, VI
BOUVIER, J
COSTANTINI, G
CULLEN, WG
BUSH, E
KEMURIYAMA, M
FERREIRA, WP
BELYAVSKY, VI
KOPAEV, YV
VAJK, OP
VLASKO-VLASOV, VK
KOSHELEV, A
WELP, U
HANSON, R
WIJPKEMA, JJ
RANJITH, P
HOEHNE, R
SEMMELHACK, C
SPEMANN, D
BUTZ, T
KOHLSTRUNK, B
LOESCHE, M
SUGAYA, T
SKOE, R
VANDEMBROUCQ, D
SKORODUMOVA, NV
JAKSE, N
BOMONT, JM
BRETONNET, JL
ARULSAMY, AD
PARSHIN, DA
GRIDNEVA, L
SCHMITT, T
MAGNUSON, M
DUDA, LC
NORDGREN, J
FERNANDEZ, JP
YAMAURA, JI
NAKAMURA, F
GOKO, T
NAKATSUJI, TFS
ALIREZA, YMP
FORSYTHE, D
MAJERNIKOVA, E
RIEDEL, J
SHPYRKO, S
SPAGNOLATTI, I
BERNASCONI, M
BENEDEK, G
STOCKBURGER, J
CHEN, XJ
HABERMEIER, HU
SOLTAN, S
ZHANG, CL
POSTERNAK, M
BALDERESCHI, A
ZHU, J
SON, YW
IHM, J
KIELPINSKI, D
SHIN, Y
SAURET, O
SUGA, K
OUAZI, S
MAHAJAN, A
GUILLEN, V
KLUMPP, S
LIPOWSKY, R
POIRIER, W
BOUNOUH, A
HAYASHI, K
FHIMA, H
PIQUEMAL, F
GENEVES, G
ANDRE, JP
CIESLA, D
SREENIVASAN, S
OKUMURA, K
AMITIN, EB
ZHDANOV, KR
KAMENEVA, MY
KOVALEVSKAYA, YA
KOZEEVA, LP
PAUKOV, IE
BLINOV, AG
LEE, EH
BUZIN, ER
DODDS, PS
WEITZ, JS
CHUA, A
KISELEV, AA
REIJNDERS, JW
KOZAN, O
QIN, J
SONG, Y
CHEN, WY
JACK, RL
GOLD, A
AGNELLO, S
BOSCAINO, R
BUSCARINO, G
CANNAS, M
GELARDI, FM
MCGUIRE, JP
GREITER, M
VARN, DP
CANRIGHT, GS
SERQUIS, AC
LIAO, XZ
MILANO, J
STEREN, LB
PELIGRAD, DN
OESCHLER, N
PREVOST, A
EGOLF, DA
URBACH, JS
TAHAN, C
KUROSHIMA, S
KAWASHIMA, K
WATANABE, I
NAGAMINE, K
CAPUA, RD
SZYMCZAK, R
LANERI, KF
DESIMONI, J
ZARRAGOICOECHEA, GJ
FERNANDEZ-GUILLERMET, A
VIASNOFF, V
CHEN, HD
GOLD, C
PAULIUS, L
KANG, B
ANANOS, GFJ
POESCHEL, T
SUB, X
KANG, J
KASAI, S
HWANG, C
PARK, BJ
LEE, BW
CHAN, KE
GODDARD, P
ABATE, A
PRIETO, JE
NA, M
LUO, H
SAYKIN, S
NETZ, R
HARDY, V
YAKUBO, K
KNEZEVIC, M
MARTYNOV, S
BUCHHOLTZ, V
FREUND, JA
RENARD, S
SCHWAGER, T
SALUENA, C
ARANDA, MAG
EASWAR, N
RANGEL, R
TYBELL, T
PARUCH, P
LISBOA-FILHO, OFDLPN
SHELL, MS
BISWAL, B
ALBUQUERQUE, DFD
ARRUDA, ASD
KIM, SW
PARK, HK
BIGGS, T
BAKKER, D
SYMINGTON, J
WONG, ACT
MANFREDI, G
HAAS, F
PINE, DJ
GARCIA, JZ
TOMOYOSE, M
GOMEZ-SANTOS, G
FEIX, M
SJOSTRAND, J
EKLUND, A
BLUM, Y
TSUKERNIK, A
KARPOVSKI, M
PALEVSKI, A
SCHUERMANN, T
PICONE, A
BHONGALE, SG
GUYER, JE
BOETTINGER, WJ
MCFADDEN, GB
GAO, J
ZHENG, JC
WANG, HQ
WEE, ATS
HUAN, CHA
LAKSHMI, LS
SRIDHARAN, V
NATARAJAN, DV
FURUBAYASHI, T
NAGATA, S
PRIGODIN, VN
SASIOGLU, E
ESIPOV, SE
MULLER, HW
ROZHAVSKY, AS
VESELAGO, VG
NOMURA, T
KAWAMURA, K
KNEBEL, G
FREUND, J
MARTINEZ, E
ANGUREL, LA
NAVARRO, R
GAUDRY, M
COTTANCIN, E
PELLARIN, M
LERME, J
BROYER, M
RUINI, A
CALDAS, MJ
BUSSI, G
NUNNER, TS
STEINHAUSER, M
ANISIMOVAS, E
CRUZ-ALCAZ, JADL
ALONSO-MARROQUIN, F
STRIGINA, NA
CHAUDHURI, D
BHARGAVA, R
ALBERT, FJ
SANEKY, JC
BUHRMAN, RA
LANGE, H
WOJCIK, DK
AHN, C
SABUROVA, RV
SUSHKOVA, VG
KATS, EVVEI
RICHARDSON, RW
ECKERT, T
BARTSCH, E
FREUND, LB
BRAS, GL
JEAN, F
AYACHE, C
VILLAS-BOAS, JM
POENICKE, A
TOKUMOTO, T
CLINITE, R
ANTHONY, JE
EATON, DL
PARKIN, SR
GUILLOU, H
CHAUSSY, J
CHARALAMBOUS, M
MOISES, HW
MATTHIASSON, P
ZOEGA, T
JHALA, G
GOTTESMAN, II
HELGASON, T
GAVRICHKOV, VA
MIGLIORE, R
MESSINA, A
KHOLOPOV, EV
ANSELL, DA
TRASARTI-BATTISTONI, R
IMTIAZ, A
SHAIKAIDAROV, R
PETRASHOV, VV
LI, JB
OVIEDO, J
PINHEIRO, FA
CHANG, DE
COL, AD
POGREBNYAKOV, AV
KOTCHAROV, A
JONES, JE
LYSCZEK, EM
REDWING, JM
LADIEU, F
PARI, P
TOME, T
ZANELLA, J
MCGRAW, PN
MENZINGER, M
CHERNG, RW
ORTOLANI, M
KIKUGAWA, HEN
FUJITA, T
UNGER, T
LOFLAND, SE
LANCI, C
BUBAN, JP
KULKARNI, VN
HIGGINS, J
KOCHELAP, VA
ZAVADA, JM
CISZAK, M
MASOLLER, C
IMAMURA, T
FILINOV, V
FORTOV, V
HOEFLING, F
NOWAK, C
TILLEMANS, HJ
KALDA, J
SPAHN, F
HERTZSCH, JM
TRAN, MN
KIM, JT
ROBLES, M
LIANG, Y
CARLO, A
PROSPERO, S
MAGYAR, RJ
WHITTINGHAM, TK
BRAUNSTEIN, A
KARPINSKI, SMKJ
CREN, P
ROOS, CF
ACLAN, A
CAO, J
FOOT, R
YOON, TL
ANJOS, JC
PADMANABHAN, T
BAIG, M
VILLANOVA, R
AZCOITI, V
CARLO, GD
GALANTE, A
GHEZELBASH, AM
DOWKER, JS
SALEM, M
ALMEIDA, CAS
CHEN, YX
DOYON, B
REBHAN, A
NIEUWENHUIZEN, PV
WIMMER, R
QUELLA, T
SCHOMERUS, V
PANIAK, LD
ANAZAWA, M
HERCE, HD
NAIR, VP
PRONKO, AG
KONDEJ, S
FIALA, J
KLEBAN, P
OZLUK, A
RAVISHANKAR, K
HILGERT, J
MAYER, DH
MOODY, RV
PLETYUKHOV, M
MEHTA, M
HOWELL, RC
SYSTEMS, C
BRUXELLES, ULD
PAGANO, S
CHEN, CR
HAMOUDI, A
SHAHALIEV, E
SCHADEN, M
LIANG, J
CHEN, R
DVORNIKOV, M
DVORNIKOV, S
SMIRNOV, G
DAHLKE, R
GARZON, IL
REYES-NAVA, JA
RODRIGUEA-HERNANDEZ, JI
SIGAL, I
BELTRAN, MR
MICHAELIAN, K
NINNO, GD
BRUNI, C
COUPRIE, ME
NETO, JC
MESQUITA, ON
YATES, TL
PARMENTER, RR
ZHANG, M
ECKERT, K
BRUSS, D
STAROVOITOV, VS
HORTON, MDP
WELLS, B
MIKAMI, M
YOSHIMURA, M
KIM, DM
GIENCKE, J
COOLEY, L
LETTIERI, CBEJ
TIAN, DGSW
PAN, X
DRUMMOND, ND
HO, PC
KANG, HJ
MEA, MD
BRANDO, M
ENDO, A
PODOLSKY, D
ARVANITIDIS, I
JANG, S
TAKIMOTO, T
MAEHIRA, T
MORIYA, T
LEE, H
GRIBOVA, NV
BAHMAD, L
BENYOUSSEF, A
BOUBEKRI, A
EZ-ZAHRAOUY, H
RUGHEIMER, P
SAVAGE, DE
LAGALLY, MG
WEIDE, DWVD
ERIKSSON, MA
NOH, HJ
CHO, EJ
JIMENEZ-MONTANO, MA
MORA-BASANEZ, CRDL
ALBRECHT, KF
POCHART, B
EL-KENZ, A
GALLAS, JAC
DAURIAC, JCA
PREISSMANN, M
SEBO, A
SPATSCHEK, R
BORECKI, J
MAJ, A
SUDOL, M
BORGES, HA
CRUM, LA
SUSLICK, K
JIA, QX
RUTKEVICH, S
SHIBATA, H
FERREIRA, AA
NEIMAN, A
GROSSE, CU
REINHARDT, HW
NAGY, Z
SAKELLARI, E
KYLSTRA, NJ
ROTEN, RV
WEST, K
OJEDA, P
QUINTANILLA, RH
RODRIGUEZ-ACHACH, M
PREOBRAZENSKII, VV
ZHU, L
ZYUZIN, AY
MITAMURA, H
ISHIKAWA, F
VOLCHENKOV, D
HORVATH, D
GMITRA, M
YUSHCHENKO, OV
VENTURI, V
NETO, NMO
GIROUD, M
UMSTAETTER, R
HARASAWA, A
KAKIZAKI, A
KIMURA, A
STROCOV, VN
PUSZTAI, T
RAPINESI, M
NEOGI, A
KURODA, T
TACKEUCHI, A
ZHU, H
ZHU, JY
REDWING, J
LETTIERY, J
SCHALLENBERGER, J
ENTIN, MV
MAGARILL, LI
MAHMOODIAN, MM
GUAY, B
WORTIS, R
NAKAEGAWA, T
YOSHII, K
CHOPARD, B
ISHII, C
ULBRICHT, H
KRIEBEL, J
CHALAEV, OL
HUNT, ER
GADE, PM
MCGUIRK, JM
AUSLAENDER, OM
DIPASUPIL, RM
MOMONO, N
IDO, M
LIBERT, S
GORSHKOV, V
GOIA, D
LANGE, A
YAMAMOTO, HM
KATO, R
REN, SY
GAMBETTI-CESARE, E
BRECHIGNAC, C
CAHUZAC, P
CONCINA, B
LEYGNIER, J
LIM, H
WU, MC
MIAO, YX
YANG, HY
POUTKARADZE, V
GHOSE, D
KARMAKAR, P
NAKANO, T
UCHIHIRA, K
KUMAR, B
SHANER, EA
HATTON, DC
BLAND, JAC
PARK, T
MIMKES, J
FRUEND, T
WILLIS, G
GUPTA, JA
LUKIN, MD
ORLYANCHIK, V
VAKNIN, A
OVADYAHU, Z
CHOI, YM
CHIU, PW
REYES-REYES, M
ROTH, S
PARK, YW
WANG, RF
BENNEWITZ, R
CRAIN, JN
KIRAKOSIAN, A
LIN, JL
MCCHESNEY, JL
GONCALVES, BMT
LEONFORTE, F
HUNG, NQ
VUONG, DQ
BAU, NQ
CLAUS, I
KRIMMEL, A
KURZ, T
PETRYUK, RV
DENISOV, S
MEER, DVD
WEELE, KVD
LOHSE, D
GILARDI, R
DREW, A
DIVAKAR, U
ZAHARKO, O
ASWAL, VK
DEWHURST, CD
KOHANDEL, M
REVISITED, JPK
NUNEZ, A
MANNSTADT, W
BRINKMANN, M
MOERSEN, E
ZIMBOVSKAYA, N
GUMBS, G
BOTHMER, HCV
MEISTER, C
HOSSAIN, TK
SPENCER, MG
JAPHA, Y
AKIYAMA, H
PINCZUK, A
YOSHITA, M
NOVOTNY, T
DADOSH, T
SPERLING, J
SAKAGAMI, M
SAWA, A
MATSUBARA, N
TAKITA, K
USMANI, O
KULINSKII, VL
MALOMUZH, NP
KATAURA, H
ACHIBA, Y
BAUER, WR
CARLIER, F
COLLIEX, C
LEROUX, J
MASSON, A
YOON, B
VOROJTSOV, S
ERRICO, LA
FABRICIUS, G
RENTERIA, M
PRESA, PDL
FORKER, M
VALVERDE, S
SILVA, TND
AND, HS
POGGIO, M
MENCHERO, JG
METLOV, LS
PRIKHNA, T
NOVIKOV, N
SAVCHUK, Y
MOSHCHIL, V
SERGIENKO, N
DUB, S
MELNIKOV, V
NAGORNY, P
SVERDUN, V
KORDYUK, A
ALEXANDROVA, L
BASLER, R
SIEBER, A
OCHSENBEIN, ST
DESMEDT, A
LECHNER, RE
KOEGERLER, P
GUEDEL, HU
EICHHORN, R
NEU, P
GASSMANN, H
DANYLIV, OD
AMORUSO, S
BRUZZESE, R
SPINELLI, N
VELOTTA, R
MATLAK, M
AKSAMIT, J
GRABIEC, B
KACHOROVSKII, VY
LIOUBLINSKII, IS
TSENDIN, LD
FRIGERI, PA
ROBEL, I
OHASHI, T
WILLIAMS, RS
SHIOKAWA, K
KAPRAL, R
DIMOPOULOS, P
ESPRIU, D
JANE, E
PRATS, A
GOTTER, R
BLUNDELL, SA
VALCARCEL, GJD
GUSAKOV, V
DAYKOV, IP
DUKAN, S
POWELL, TP
OSBORN, KD
REICHHARDT, CJO
ZHANG, MC
ZWIERZYCKI, M
COSTA, D
MICALI, F
SAIJA, F
GIAQUINTA, PV
DRICHKO, N
BREHME, S
BRAITHWAITE, D
BONDAREV, IV
SLEPYAN, GY
MAKSIMENKO, SA
BUHLER, O
EFROS, A
CHANDRA, S
PANDIAN, P
NARAYANASAMY, A
SCHENKER, R
KIRTIKAR, V
MORRIS, DE
TAKEDA, Y
FOREMAN, BA
LIMONOV, M
YAMANAKA, A
SRIVASTAVA, V
KRISHNAN, R
COWEY, L
DRISCOLL, JLM
JERRARD, RL
STEINER, J
BARUAH, T
BUTOV, LV
PRINSEN, P
BYRNE, P
ASPURU-GUZIK, A
JR, WAL
HEIKMAN, S
YAACOV, IB
COFFIE, R
XING, H
KELLER, S
DENBAARS, S
SPECK, JS
YANG, CL
KACZANOWSKA, S
COLSON, S
POGORELOV, AE
RYABOSHAPKA, KP
ZHURAVLYOV, AF
TREMBLAY, AM
FREERICKS, RLJK
BANACH, G
HABDAS, P
HSUEH, CL
LONGHI, S
YASIN, CE
BENOIT, JM
CORRAZE, B
CHAUVET, O
SCHWARTZ, N
WALLRAFF, A
LUKASHENKO, A
COQUI, C
STRECKER, KE
PARTRIDGE, GB
TRUSCOTT, AG
DICK, R
JIANG, JS
BADER, SD
CHIK, H
XU, JM
INAGAKI, K
YOSHINO, Y
URBA, L
SHAH, P
CHAKRAVARTY, C
HOLLINGER, R
KILLINGER, A
ASADA, Y
OKAZAKI, M
URAKAMI, N
IVANOV, YL
PETROV, PV
USTINOV, VM
EAGLES, DM
MORGAN, NY
LEATHERDALE, CA
VITASOVIC, M
BAWENDI, M
BARBERAN, N
SOTO, J
NHAN, NV
KULBACHINSKII, VA
LUNIN, RA
ROGOZIN, VA
MOKEROV, VG
FEDOROV, YV
KHABAROV, YV
JAMES, K
JUNLING, W
MAHMOODI, R
KOLESNICHENKO, YA
SEIXAS, J
ZAWADOWSKI, AG
KARADI, R
NICCOLI, G
BERDIYOROV, GR
MORAWITZ, H
CONRADSON, DR
VILLELLA, P
CONRADSON, SD
CABO-BISSET, N
PIEGARI, E
MANAGO, R
KUNCHUR, MN
KNIGHT, JM
TIBILETTI, L
KIESEL, H
NYILAS, A
PETERSON, IR
LEGEZA, O
RODER, J
HESS, BA
SEGEV, B
DEGTYARENKO, NN
RADU, F
ETZKORN, M
SIEBRECHT, R
SCHMITTE, T
WESTERHOLT, K
ZABEL, H
FARAJIAN, AA
JIRARI, H
KOLAR, M
BAWENDI, MG
SABHAPANDIT, S
SANTOS, EJP
BARYBIN, AA
KRUSE, JR
RYVKINE, D
MORELOS-ZARAGOZA, R
SHOUNO, H
KOIKE, S
MIYAZAKI, M
SAVIN, AV
GENDELMAN, OV
BARRY, JH
KOROBKINA, E
WEHRING, BW
YOUNG, AR
ZACCARIA, RP
EPPSTEIN, D
BOWERS, JA
MALYSHEV, C
CORRIGAN, E
KOTANJYAN, AS
SAHARIAN, AA
HASSAN, SE
BORODIN, A
BOYARCHENKO, D
SPITZER, WL
HOLZ, DE
ZOLOTARYUK, AV
ERMAKOV, VN
DAR, G
ESWARAN, V
AYYER, A
HARAYAMA, T
SIEGEL, M
SHERMAN, TJ
FOURNIER, L
STADLER, R
MERSHIN, A
NANOPOULOS, DV
AOKI, KI
HORIKOSHI, A
