CHOU, T
MIYADAI, T
WERNER, P
SERVANTIE, J
TRIEU, PQ
NHAT, HN
DEUAR, P
VLUGT, TJH
VANACKEN, J
WECKHUYSEN, L
WAMBECQ, T
KESTING, A
SHAVER, J
YAKUNIN, AM
SILOV, AY
KOENRAAD, PM
PLOCHOCKA, P
RADZEWICZ, C
PACHECO-MARTINEZ, H
ANDREETA, MRB
HERNANDES, AC
LEITE, ER
MOMBRU, AW
FACCIO, R
ROESSLER, R
DELAMARE, MP
PEDARNIG, JD
BAEUERLE, D
SUZUKI, IS
PHAM, KN
KELLER, MW
MARTINIS, JM
PIAMONTEZE, C
LOPE, MJM
REY, M
FREDERIKSEN, T
LILLY, M
KOVSTRUN, M
YTREBERG, FM
KURITA, Y
KLIE, R
LARBALESTIER, D
TSYMBAL, EY
STEWART, DA
OLEYNIK, II
JASWAL, SS
NAGLER, J
GLANS, PA
MCGUINNESS, C
SCHMALJOHANN, H
ERHARD, M
KRONJAGER, J
STAA, SV
KRIOUKOV, D
FALL, K
EL-MELLOUHI, F
WALTER, J
DUNLAVY, MJ
VENUS, D
MAHECHA, J
CLARK, C
KEREN, S
LEE, R
GAAL-NAGY, K
PAVONE, P
STRAUCH, D
STRASSBURG, M
DWORZAK, M
ZEUNER, A
ALVES, HR
HOFMANN, DM
CHEN, PC
MANDEL, SED
VUCKOVIC, J
WAKS, E
LEHLE, H
ZHUANG, F
VANYOLOS, A
FAGNARD, JF
GENON, A
STEINER, JR
REZENDE, SM
FORSTEN-WILLIAMS, K
WALMSLEY, DG
ELLIALTIOUGLU, C
GARDE, S
MOODENBAUGH, A
AERTS, CM
STRANGE, P
HORNE, M
CAFARELLA, A
LEO, M
LEO, RA
FRASER, JM
HOMMA, Y
FINNIE, P
CHEONG, HD
ARROWSMITH, HW
DAHLGREN, SD
RICHARD, P
BARBE, F
BOURLES, S
THIBAULT, X
MISHRA, H
MOSKALENKO, AS
BACK, C
FAIGEL, G
TEGZE, M
BORTEL, G
BELAKHOVSKYO, M
SIMIONOVICI, A
HASSAN, SR
BORZENKO, T
WOJTOWICZ, TJ
KUNES, J
YASHIMA, M
JOCHEMSEN, M
NIEMAX, J
TRIPATHI, AK
PFLAUM, J
HINKOV, V
ZAFFALON, M
ROSVALL, M
ALASTALO, AT
FLETCHER, NE
JANSSEN, TJBM
JONES, P
CHAN, R
BUESCHER, R
GULBAHCE, N
OESTEREICH, M
RUDOLPH, J
HAEGELE, D
JONES, EC
KOHLBRECHER, J
CHRASTINA, D
LEADLEY, DR
JONES, MPA
VALE, CJ
SAHAGUN, D
HALL, BV
EBERLEIN, CC
SAUER, BE
FURUSAWA, K
RICHARDSON, D
HINDS, EA
RANE, SS
GUJRATI, PD
KUPRIN, AP
QIAN, D
LI, YW
MESLER, BL
KIMMERLING, R
CHEN, B
ANDREWS, MJ
ZACHARIA, R
RUSHFORTH, AW
KUTTLER, C
LIN, YJ
TEPER, I
KIYAMA, T
XIE, WH
XU, YQ
PETTIFOR, DG
VAGIZOV, FG
GORUGANTI, V
ROSS, JH
FENG, Z
ISHIMASA, T
KANEKO, Y
KANEKO, H
OYAMDA, K
ARICHIKA, Y
MAEZAWA, R
KASHIMOTO, S
CROITORU, MD
DEVREESE, IFSJT
GORBAN, PA
BEDNAREK, S
ADAMOWSKI, J
SZAFRAN, B
ROWEN, E
GERSHNABEL, E
HONG, NH
SAKAI, J
HASSINI, A
SCHAAPMAN, MR
CHRISTIANEN, PCM
MAAN, JC
BALAKRISHNAN, J
IHARA, Y
GALVES, A
GUIOL, D
HERNANDEZ, A
CHRISTEN, H
DAHNOVSKY, Y
VEREMYEV, VA
MOROSAN, EQT
ITO, I
HANASAKI, N
TAJIMA, H
URATA, M
MADHAV, AV
BERGQVIST, L
KATAYAMA, D
WIECZOREK, K
MEIJER, FE
NITTA, J
KOGA, T
HOSSAIN, FM
NISHII, J
OHTOMO, A
GASUMYANTS, V
POUTHIER, V
GIRARDET, C
PRAKASH, S
ROMAN-VELAZQUEZ, CE
STEMLER, T
BENNER, H
CORSI, A
HOEPPEL, L
SMET, J
SERVANT, F
CLAUDON, J
KOHLER, H
PETERS, JA
DULKA, JP
GOEL, N
CHUNG, SJ
SANTOS, MB
BOUTIS, GS
GREENBAUM, D
RAMANATHAN, C
HUBER, M
YAICLE, C
SILEVITCH, DM
TANASE, M
SPANNUTH, MJ
COX, S
WILLIAMS, AJ
MOGENDORFF, VP
MACLEAN, K
LOUCA, D
RENZI, VD
MARCHETTO, D
BIAGI, R
PENNINO, UD
SELLONI, A
ZHULINA, EB
ROMAN, B
AUDOLY, B
VILLIERS, SD
VIGUIE, V
VALLET, D
PIACENTE, G
SCHWEIGERT, IV
YEE, KJ
PETROV, LA
ASHMAN, CR
FOERST, CJ
SCHAAR, D
LEVITT, AC
STOOF, H
WOO, H
LEONG, B
SASLAW, W
SCHAALE, A
WULF-MATHIES, C
LIEBERAM-SCHMIDT, S
CHEN, JW
KAPLAN, DB
BRINGOLTZ, B
DUMIN, YV
MILLER, DE
TAWFIK, AN
LORIS, I
NABOKO, S
STOLZ, G
STARIKOV, EB
RIBEIRO, GAP
GALLEAS, W
PINTO, SEDS
BATISTA, AM
VIANA, RL
KATRIEL, G
IPSEN, ICF
MAKEEV, EV
TURECI, HE
SCHWEFEL, HGL
KROWNE, CM
HALEVA, E
BEN-TAL, N
DU, J
JU, C
ORUS, R
DELLANNO, F
ACHARYA, R
KINUGAWA, K
HILLER, M
ATATURE, M
CHILDRESS, L
EMERSON, J
CORY, D
HEWAPARAKRAMA, KP
MUKOLOBWIEZ, N
FURDYNA, J
THEILER, U
MA, H
PANG, T
MISHRA, P
BUCZEK, P
WOLNY, J
HUANG, YP
YUAN, ZS
ZHU, LF
LUO, LJ
XU, KZ
WILKINS, SB
JAVORSKY, P
BLACKBURN, E
HEINZ, H
SCHUBERT, G
IWASAKI, H
KOYANO, M
YAMAMURA, Y
SPENCER, PD
HATTON, PD
COLLINS, SP
ROPER, MD
GOLOVACH, V
SPREKELER, H
LASCHINGER, C
BEWICK, SA
JAVEY, A
DAI, H
RIPPARD, WH
PUFALL, MR
KAKA, S
RUSSEK, SE
SILVA, TJ
MANN, D
KONG, J
SOLLI, DR
MCCORMICK, CF
CHIAO, RY
HICKMANN, JM
PARNEIX, P
WAGNER, HJ
CISNEROS, BJD
TREUSSART, F
BOTZUNG-APPERT, E
IBANEZ, A
TIMNEANU, N
CALEMAN, C
YAVIDOV, BY
ONO, K
WASOWICZ, R
KLIMOV, KV
VOLOSHOK, TN
ZELEZNY, V
DWORECKI, K
GARBARINO, G
LEFEVRE, B
SAUGEY, A
VIGIER, G
GOBIN, PF
DURAND, G
SANO, A
FAULHABER, DR
BALIKI, M
APKARIAN, AV
PIEROBON, P
MAGNANI, N
POTERYAEV, A
DENKER, M
DIESMANN, M
STAREVSINIC, D
HOSSEINI, K
BRUTTING, W
MARLOW, CA
OSQUIGIL, E
HUGHES, R
SAKAE, Y
NESBET, RK
MATTAUSCH, A
BOCKSTEDTE, M
REYNOLDS, DE
BLAKE, P
SPITZER, RC
ISHIKAWA, D
ISHIKAWA, T
NASU, S
MIBU, K
SHINJO, T
HOHNE, R
HAN, KH
KAWAHARA, R
CARO, J
SEEL, A
VINK, ID
GOSSELIN, ME
SAVARD, S
HETEL, I
RIOU, G
TAHA, A
GRASSELLI, Y
VOLKOVA, O
PENNA, GL
MASUYA, M
MONARKHA, YP
PUTIKKA, WO
KALOSAKAS, G
CHOI, CH
USHEVA, A
ELL, C
MOSOR, S
KHITROVA, G
GIBBS, HM
PRINEAS, JP
STOLZ, H
NEWHALL, KA
CHANG, MS
HAMLEY, CD
FORTIER, KM
MARCH, NN
VAN-NHAM, P
HAYRYAN, S
ANEK, JS
HAYRYAN, E
POKORNY, I
CARBONE, F
ZHOU, J
MAKURIN, YN
SHEGEDA, AM
LISIN, VN
JEONG, JI
GNEZDILOV, V
YAO, L
LECOMTE, V
MARTINEZ-MARES, M
PENICAUD, A
KYOTANI, T
CHAN, IH
FALLAHI, P
VIDAN, A
JACOBS, DJ
HECKATHORNE, A
KAWAI, H
ONEILL, K
THORNE, RE
MINE, J
EL-HAGARY, M
DELLAMEA, M
PIEPER, MW
REISSNER, M
KHMELEVSKYI, S
GIESTER, G
IMAEDA, T
LUSSETTI, E
SMARGIASSI, E
ASTILLERO, A
SOKHEY, KJS
TANIMOTO, K
BALANOV, AG
DUMKE, R
AVINUN-KALISH, M
ELHAES, H
PATELLI, P
GOODMAN, T
PERKINS, N
STINNETT, SM
LUKIC, J
GALLUCCIO, A
RINALDI, G
OELKERS, N
NICHOL, HA
HENDRY, PC
LAUER, M
KANDPAL, HC
SESHADRI, R
WIELE, K
MONCHO-JORDA, A
MANSCHOT, J
KARPINSKA, J
KARDAS, A
BECKRICH, P
WEICK, G
ZILLICH, RE
CHERNENKO, VA
THYWISSEN, J
KOGUSU, A
MORIMOTO, S
MASUNO, A
JIANG, YJ
CHERNYSHOV, AS
REPP, J
RIEDER, KH
XIAO, J
BELYI, VA
HOLMSTROM, K
DUTTA, S
BERCIOUX, D
GABANI, S
BRUHWILER, M
WIEMER, J
BELL, C
LEUNG, CW
DEISSLER, B
NAVEZ, P
PETTERS, FM
IV, CWF
TEWARY, A
MOROSAN, E
TORIKACHVILI, MS
DROCCO, JA
ADESSO, MG
ALVAREZ-LORENZO, C
ANDO, N
ICHIKAWA, S
RAY, N
ACTON, ST
KOKUBO, H
JAKUBCZYK, P
JAGLIVCIVC, Z
BOSAK, AA
SCOTT, AD
ONYANGO, TM
WINKLER, W
PRIETO, AL
JORGE, GA
SHIRYAYEV, A
KIM, TC
GHIM, CM
NOH, DY
KIM, ND
CHUNG, JW
CHANG, YJ
RAJAGOPAL, KK
LEONI, S
DAO, VH
DOVER, Y
SUCHARD, M
BALTANAS, JP
DE, D
CROWE, S
HERVE, L
XIAO, W
QI, F
SONG, Z
ZHU, M
BOGDANOVA, O
ZHILYAEVA, E
SAKUNTALA, T
DEB, SK
FURDYNA, MDJK
ROBINSON, LM
WIGGER, GA
GEORGE, AM
SHUNDYAK, K
CLAUSET, A
PARISOLI, F
KETTLE, L
MCINTOSH, JA
COVACHEV, VC
KRAMER, T
VISCARDY, S
EJIMA, S
BARBOSA, VC
HUDA, MN
RAY, AK
KORSNES, R
BICOUT, D
MACIA, E
KATS, E
MAYORAL, E
POIRE, EC
TSAI, P
MORRIS, SW
PALANISAMI, A
TORRES, A
SHAN, W
BEEMAN, JW
SCARPULLA, MA
DUBON, OD
BECLA, P
LIU, YM
RADICCHI, F
PARISI, D
SINGH, MR
KUPFER, H
KROGH, A
HIETARINTA, J
JAYKKA, J
KAMAEV, O
WSCHEBOR, N
ASTROM, JA
HOFFMAN, BD
DAVIES, A
CROCKER, JC
TAILLEUR, J
FERREIRA, RG
TILLBERG, D
IHRA, W
LETOUBLON, A
FAVRE-NICOLIN, V
MONAT, C
GENDRY, M
MARTY, O
PRIESTER, C
BOUCHBINDER, E
CHIANG, YN
SHEVCHENKO, OG
ARKHIPOV, AS
SHARAPOV, VA
TALANOV, Y
KOBAYASHI, S
STERN, R
DABKOWSKA, HA
RYCHTARIK, D
NAGERL, HC
CORNEY, JF
PURSKII, OI
ZHOLONKO, NN
GORODILOV, BY
DUDKIN, VV
TUMINO, A
PORTESI, C
MONTICONE, E
HOFLING, F
FULCO, RR
GRANDI, BCS
BASALYGA, G
KATS, AV
SADJADI, Z
SHAEB, MR
SAMPAIO, MD
WEIDENMUELLER, H
REDLINSKI, P
ZHANG, WK
CUI, P
SHAO, J
BABA, Y
PICHLER, S
BOSS, M
ELSINGER, H
SUMMER, M
PROSVIRNIN, SL
AVDEENKOV, AV
MARCHETTI, DHU
RODRIGUES, CFS
TANIMOTO, M
SHIN, YS
PARK, WH
KIM, T
VORONTSOV, A
PUTILOVA, OA
SERGUEEV, N
FENG, QR
KONG, LW
SEDGWICK, H
SALONEN, A
ROBERTSON, MB
STOCKBURGER, JT
DEKKER, DMT
DJUKIC, D
ARNAUD, S
BERAR, JF
CAILLOT, B
RAVEL, B
LOUREIRO, L
HEROUX, JB
YASTREMSKY, IA
USTUNEL, H
LEIDL, R
TANAMOTO, T
SAIKO, AP
MARKEVICH, SA
BONURA, M
BUTTA, P
GYLFADOTTIR, SS
BOYKIN, TB
ALLMEN, PV
OYAFUSO, F
KHAFIZOV, M
MOSSA, A
VAKALYUK, VM
HOSEK, M
TANG, JX
FRUCHART, O
ELEOUI, M
JUBERT, PO
LOCATELLI, A
BALLESTRAZZI, A
BATOV, IE
WU, YQ
CONDRON, CL
KARMAKAR, B
GOKHALE, MR
ARORA, BM
OH, JH
AHN, D
HWANG, SW
PICARD, PG
KORNEV, IA
KREISEL, J
KON, LZ
PLYUKHIN, AV
ACHERMANN, M
HOLLINGSWORTH, JA
KLIMOV, VI
ROCHA, LM
ZELNIKOV, AI
JIANG, FJ
BALOG, J
KORZEC, T
TABATA, K
IPP, A
GERHOLD, A
OAKNIN, DH
MUNIER, S
PESCHANSKI, R
GLOZMAN, LY
KESSLER, B
BEHREND, RE
EVANS, DE
ELIZALDE, E
KINANI, EHE
TURBINER, A
BELAVIN, AA
BELAVIN, VA
LITVINOV, AV
PUGAI, YP
BRIHAYE, Y
DRUKKER, N
FIOL, B
ALDOUS, AP
SCHURICHT, D
GIBERTI, C
UNGUENDOLI, F
VERNIA, C
KRAUT, S
GREBOGI, C
FEUDEL, U
NESHEV, DN
MARTIN, H
MAKASYUK, I
MITRA, D
NOVIKOV, EA
ROXIN, A
SOLLA, SA
ARIAS, JM
GARCIA-RAMOS, JE
CHEN, JS
ZHUANG, PF
LI, JR
NAULIN, V
GARCIA, OE
NIELSEN, AH
HARLEPP, S
MARCHAL, T
ROBERT, J
LEGER, JF
XAYAPHOUMMINE, A
CHATENAY, D
HORN, MW
PICKETT, MD
MESSIER, R
BUCHER, T
YANG, CM
DESAI, MM
HILBORN, RC
ERWIN, RJ
CHEPELIANSKII, A
RAO, DDB
RAVISHANKAR, V
BARRETT, S
CHRISTANDL, M
EKERT, A
LANDAHL, AJ
ARAKAWA, G
ROSSINI, D
WANG, WG
MARYENKO, D
GUZIEWICZ, E
BOULAT, E
DUKE, R
DJUREK, D
MEDUNIC, Z
PALJEVIC, M
SFAR, I
MEULENBROEK, B
ZYGADLO, R
FLETCHER, CS
MUKAIYAMA, T
BRUNET, P
FLESSELLES, JM
LIMAT, L
ROUSSELIERE, H
GREBILLE, D
DOSE, C
AHUFINGER, V
CARRETTA, S
LIVIOTTI, E
AMORETTI, G
KUHN, A
FRANCO, MAA
BENRIHANE, Z
REICHAHRDT, CJO
KARKKAINEN, K
GUILMI, CD
GALLEGATI, M
CONNAUGHTON, C
ZAGAR, K
RHYEE, JS
OH, BH
YOON, YK
EKINO, T
ROSHI, A
MATHIEU, JP
CANO, IG
KOUTZAROVA, T
RULMONT, A
DEW-HUGHES, D
ARISTOV, VV
YUN, M
MYUNG, NV
MONBOUQUETTE, H
KASSOU-OU-ALI, A
AL-MULLA, A
DROZDOV, DA
CHUMAK, AA
SWARUP, A
COWAN, B
ALMBLADH, CO
MUITE, BK
QUINN, SF
SUNDARESAN, S
ASSARAF, R
GALENKO, PK
DANILOV, DA
SHEVTSOV, SV
RYCHKOV, I
YOSHIKAWA, K
GARCIA, Y
FABIAN, ES
CARLIER, D
MEACCI, G
CHEVILLARD, L
ROUX, SG
LEVEQUE, E
PRABHUMIRASHI, PL
DRAVID, VP
WIESER, U
KUNZE, U
HAGEN, A
TALALAEV, V
TOMM, JW
KUZMANY, H
RAUF, H
BERNARDI, J
PETERLIK, H
BAO, JM
ELTNER, B
ADAR, E
HOLESINGER, TG
ARENDT, PN
BUSH, A
MARKINA, M
FERRIS, AJ
AN, J
DESCHATRES, F
AGEON, Y
LIN, H
REICHL, A
BONN, I
SANCHIS, L
HAKANSSON, A
LOPEZ-ZENON, D
YAHALOMI, E
DEVOLDER, T
ALCALDE, AM
FANYAO, Q
RENNER, B
SCHETTER, M
BRUUN, M
SAFINA, A
YAMANI, Z
HEINRICH, A
LUX, R
STRITZKER, B
KHARCHENKO, Y
KHARCHENKO, N
VILLARES-FERRER, A
WU, RQ
DIMARIA, JB
YOO, HG
ROTHBERG, LJ
LIPA, JA
NISSEN, JA
STRICKER, DA
SWANSON, DR
CHUI, TCP
THOMPSON, RS
SIMON, RRC
GHABOUSSI, F
TAVERNIER, MB
MOULINET, S
ILAN, R
LIBERTY, E
SHTEPA, OM
ZORKO, A
ARVCON, D
LAPPAS, A
ONAC, E
DIOTALLEVI, F
NASPREDA, M
HUEBNER, J
RUEHLE, WW
ZUNDEL, M
RABENSTEIN, K
BLACK, ED
RAO, SR
PARK, SJ
LIDDLE, JA
NILSSON, J
BOKOR, J
RANGELOW, I
YEOH, WK
BRAKE, K
LOVOLL, G
MEHEUST, Y
TORRES, JJ
WHITELAM, S
SOBKOWICZ, P
GHEORMA, IL
TAJIMA, T
KRAWCZYK, FL
NGUYEN, DC
SCHRAGE, DL
SHAPIRO, AH
JEFFERY, S
HOFFMANN, PM
PETHICA, JB
RAMANUJAN, C
CHARLEBOIS, S
DWIVEDI, V
TAKAHASHI, KS
PANCHAL, V
GARG, N
CHAUHAN, AK
SHARMA, SM
HEIM, T
DERESEMES, D
RENNER, M
XIE, Y
BLACKMAN, JA
GRUNEBERG, D
LOUIS, A
STATT, BW
BRINKMANN, C
ECKERT, H
BERKENBUSCH, MK
DUNN, C
NICEWICZ, M
LYO, SK
LUI, K
KANAYEV, AA
WIESER, R
ROZYCKI, B
OBUKHOV, YN
GUPTA, A
ALESSIO, E
FRAPPIETRO, V
KRIVORUCHENKO, MI
STRECKERT, LJ
MANTELLI, M
SANTOS, MNB
LAZO, E
ONELL, ME
TSCHAUNER, O
SERGHIOU, GC
VAGLICA, G
SCHNEIDER, HC
CHOW, WW
FOGUET-ALBIOL, D
JORISSEN, K
LAMOEN, D
YABASHI, M
TAMASAKU, K
REICHEL, J
ANGELINI, R
HOUSSA, M
AZHAR, AKM
KIDAM, ZA
SALLEH, A
VASILEV, P
THALAKULAM, M
JI, Z
WASILEWSKI, ZR
BAR, O
IMBODEN, M
RAMAKUMAR, R
LUFCPKE, G
TITANTAH, J
REN, YH
ZHAO, HB
HONG, CS
BALANDIN, AA
PEIXOTO, TP
GOSPODINOV, MM
AHILAN, K
MUNOZ-SANDOVAL, E
GORTENMULDER, T
HENDRIXX, R
MELNIKOVA, NV
JO, HH
MOON, HT
BAEK, SK
ROY, PP
SEN, AK
NAKASHIMA, H
VERTRUYEN, B
MACLEOD, IR
DEGTYAREVA, O
BELOGOLOVSKII, M
AKIMOV, G
KOMYSA, Y
SEIDEL, P
LADAVAC, K
KASZA, K
DEARDEN, AL
FENISTEIN, D
MEENT, JWVD
MALAVASI, L
FLOR, G
POLIZZI, S
RUTHOTTO, E
SHITSEVALOVA, NY
PADERNO, YB
TIDEN, NN
OLESEN, P
KULKARNI, R
GORMAN, S
SCHINTLER, L
STOUGH, R
TIAN, C
KROTKOV, P
RANIN, P
LUO, J
SUN, XP
ZENG, XZ
ZHAN, MS
DING, SW
LIU, ML
TSIGE, M
OPERETTO, F
VODOLAZOV, D
BORISOV, AA
HABRAKEN, S
MASHIKO, T
TSUJI, Y
SANO, M
RAGOISHA, G
BONDARENKO, A
ENDOU, R
PERALES, A
FILBY, ET
GHANEM, MA
BARTLETT, PN
FUCHS, JNJN
BAYM, GG
BLAIZOT, JPJP
LALOE, FF
GATTI, F
CAPEL, PJSV
SROLOVITZ, DJ
KEVREKIDIS, YG
YE, A
AKU-LEH, C
COSTANTINO, S
KALINSKI, M
VOGEL, K
SARKAR, J
OGURE, K
OSTOJIC, S
DEMIDOV, V
GEYLER, V
GARLASCHELLI, D
CASTRI, M
BERNIER, JS
TAYLOR, JA
SMALL, JP
PEREZ, KM
OETTEL, M
CONCEICAO, CMS
WILSON, CM
JOURA, AV
KRASAVIN, AV
SEKHARAN, AKP
TAKEUCHI, T
HENLE, ML
PATEL, DM
BELAK, J
RUDD, RE
HYDE, ST
HARADA, T
KAHLE, S
FINKLER, A
GOLDSMITH, L
BOISRON, O
YAMAGUCHI, T
HORINO, T
AKATSU, M
DONNI, A
MAITI, SK
CHOWDHURY, J
KARMAKAR, SN
PADUAN-FILHO, A
OLIVEIRA, NF
BINDILATTI, V
FONER, S
SHAPIRA, Y
VOSKOBOYNIKOV, O
BEDNARZ, M
CASALBUONI, S
SAWILSKI, LV
FOLTYN, SR
KENOUFI, A
PEREA, JI
BELOBORODKO, SI
HENRICH, O
VALENTI, D
FIASCONARO, A
ZARKEVICH, NA
FIELDING, AL
STIRLING, WG
BARTKE, J
GRATENS, X
GOLACKI, Z
HAAS, TE
BOLOTIN, KI
KUEMMETH, F
USTINOV, A
JAGER, B
PALUCH, S
WOLF, W
HERZIG, P
SHITSEVALOVA, N
FOLLY, WSD
SINNECKER, JP
SABIRIANOV, RF
GAO, Z
HARA, M
RANNACHER, D
FAZILEH, F
MULLINS, GK
ZHENG, XG
KIM, SK
YAGI-WATANABE, K
IWASE, T
SHIINO, O
OSHIMA, M
CROOK, R
FARRER, I
ALTORFER, F
AVDONIN, SA
DMITRIEVA, LA
SARTAN, VV
CONROY, RS
WEEKS, J
ALTIERI, S
HITTI, B
MALKI, M
CHAIMBAULT, F
VAILLS, Y
CERVERA, VGMJ
S, E
GIUNTOLI, M
FRONZONI, L
ACQUISTI, C
BOGANI, P
BUIATTI, M
CATANESE, E
MERSI, G
KJELSTRUP, S
MORENO, E
LIU, R
YAHNG, JS
FORET, L
WURGER, A
OLMSTED, P
NESI, F
MUKHOPADHYAY, S
GOLUBNYCHIY, VO
VITALI, L
HUANG, RS
TORELLI, ME
CREMALDI, L
OSTROVSKII, I
FALEEV, SV
LAKATOS, G
KOLOMEISKY, A
SAIDA, H
MASON, SE
JEDRYKA, E
NADOLSKI, S
SHINDO, Y
DUTTA-ROY, B
MANI, HS
LEBON, A
ADLER, P
MALJUK, A
WHYTE, G
COURTIAL, J
BLIGAARD, T
JOHANNESSON, GH
NORSKOV, JK
SUPERIEURE, CCE
BIER, M
IZUMI, F
DILANIAN, DA
BOURNEL, A
GALDIN, S
BARRAUD, S
HESTO, P
KREIM, S
W, T
MONACO, A
SHUBINA, TV
IVANOV, SV
JMERIK, VN
SOLNYSHKOV, DD
VEKSHIN, VA
KOPEV, PS
VASSON, A
LEYMARIE, J
KAVOKIN, A
AMANO, H
SHIMONO, K
KASIC, A
MONEMAR, B
PEREZ, E
HEYDE, K
NAKAYAMA, Y
GRINFELD, M
FUKAYA, A
GAT-MALUREANU, IM
RUSSO, PL
SAVICI, A
GROVES, K
BRESLOW, R
HOTEHAMA, K
YAMANAKA, S
ROVERS, M
KYRIAKOU, PP
ROVERS, MT
ROSSI, E
ROSSIE, E
NASTISHIN, YA
ACHARD, MF
NGUYEN, HT
SCOPEL, WL
ORELLANA, W
AKO, M
RODE, AV
GAMALY, EG
CHRISTY, AG
GERALD, JGF
ELLIMAN, RG
LUTHER-DAVIES, B
VEINGER, AI
CHO, MW
NAKAYAMA, M
FUJIWARA, K
MARIGLIANO, V
SIROTA, DI
ZAREA, M
JOHN, A
ANTONELLI, A
VOLCHAN, SB
CARR, AL
TRAFTON, JJ
HELME, LM
WONDRE, FR
TONINI, G
CHIZHOV, MV
MARTINS, CJAP
MOORE, JN
BASHFORD, JD
VERGARA, L
NANDORI, I
JENTSCHURA, UD
SOFF, G
BERARD, A
MOHRBACH, H
BALLHAUSEN, H
KIMURA, Y
BREIDERHOFF, J
MUSSO, F
RAGNISCO, O
POPOVYCH, RO
IVANOVA, NM
ESHRAGHI, H
GOEL, A
RAI, S
KRISHNAMACHARI, B
BAIK, J
HORVAI, P
MONTESINOS, GD
MICHINEL, H
SEPULCHRE, JA
MORELLI, LG
PODOLSKIY, VA
BAR-YAM, Y
RUDNEV, AV
TIMUCIN, DA
DENIS, F
CALLAGHAN, T
MUCHA, PJ
NIELSEN, MD
JAEGER, L
SLUTSKY, M
LI, F
LONG, T
WUCHTY, S
PARIS, MGA
BLATT, R
AMANATIDIS, EJ
CHIARA, GD
LISI, AD
REQUIST, R
SHOJI, H
IWAZUMI, T
HITCHCOCK, P
SHCHEKIN, OB
DEPPE, DG
MUKAMEL, E
LIFSHITS, MA
SHI, Z
MONSEF, F
GALDIN-RETAILLEAU, S
HERZOG, HJ
HACKBARTH, T
KARVONEN, JT
KIVIOJA, JM
TASKINEN, LJ
KEELING, J
BERUETE, M
SOROLLA, M
DOLADO, JS
KALISKY, B
BRUCKENTAL, Y
ZHANG, LX
MATAGNE, P
ALHAJDARWISH, M
OLIVER, RA
BRIGGS, GAD
UTKO, P
HANSEN, JB
XIUKUN, H
GENTILE, P
FUKUI, KI
KABURAGI, Y
HISHIYAMA, Y
VOROBYOV, O
KNAUF, A
TOL, HV
ALTFEDER, IB
LIANG, X
CHEN, DM
MCKNEW, T
JEPPS, O
KOKALJ, A
BONINI, N
PHAN, D
GVASALIYA, SN
LUSHNIKOV, SG
HUBER, TE
NIKOLAEVA, A
KONOPKO, L
GITSU, D
FOSS, CA
BRZANK, A
BRAEUER, P
KAERGER, J
KOLAKOWSKA, AK
GITSU, A
KONOPKO, D
MELLLO, EVLD
KIRBY, BJ
BORCHERS, JA
ODONOVAN, KV
BALAMURGAN, D
FILATOV, DO
RUBIN, P
UIJTTEWAAL, MA
DINH, VA
KATAYAMA-YOSHIDA, H
NGUYEN, DP
SAITOH, M
SCHNEBLE, D
CAMPBELL, GK
STREED, EW
BOYD, M
NESTEROFF, JA
MACDONALD, A
HALVARI, AM
BRAK, R
CHANG, C
SOLDATOV, AV
BIALCZAK, RC
GROSE, JE
ESSAM, J
BHATTACHARYYA, R
CHOI, JS
CHIKATAMARLA, SS
FROUZAKIS, CE
BOULOUCHOS, K
RAUH, H
LENTE, MH
PICININ, A
RINO, JP
EL-MASSALAMI, M
SOROKA, AA
CHEUNG, SK
SOMSIKOV, VM
KU, HC
CADILHE, AMR
CHERKASHIN, NA
KARLSSON, KF
HOLTZ, PO
FUKU, M
KORNILOVITCH, P
ITOH, S
KAWASAKI, I
BHATTACHERJEE, AB
GRABECKI, G
ALESZKIEWICZ, M
GUZIEWICZ, M
BROWN, KR
SUN, L
GALANAKIS, D
RAKHIMOV, A
YEE, JH
BULOU, H
SCHEURER, F
OHRESSER, P
BARBIER, A
STANESCU, S
QUIROS, C
DJANKOVA, AT
MA, GH
LIM, KY
SOW, CH
GORDON, A
FISCHER, B
CONT, DD
LEVIEV, GI
TRISTAN, N
DOWNWARD, L
RAMOS-FERNANDEZ, G
COCHO, G
HACKETT, LM
MIRANDES, ED
YAKIMOV, AI
NIKIFOROV, AI
BASILE, G
LAVENDA, BH
DUNNING-DAVIES, J
GABURRO, Z
OTON, CJ
PAVESI, L
PANCHERI, L
BUSTILLOS, AT
BETTOTTI, P
SAIANI, M
CAPUJ, N
LIU, W
NEMBACH, H
NUKALA, PKVV
SIMUNOVIC, S
SUN, CC
LEE, JC
SINGH, B
CRANKSHAW, DS
KUZMIN, SV
DENK, S
MCKELVY, MJ
MAYO, ML
HIGASHIHARA, A
NOJIMA, T
JOHNSON, AC
CHILDRESS, LI
CROCKETT, K
HANSON, MP
PISANI, L
OZEROV, I
ARAB, M
MARINE, W
GIORGIO, S
SENTIS, M
NANAI, L
OGURTSOV, AN
SAVCHENKO, EV
VIELHAUER, S
ZIMMERER, G
NELSON, D
BULGAKOV, AV
SINGH, LJ
BRANFORD, WR
RAAN, AFJV
OCONNELL, RF
AGARWAL, S
LOCKWOOD, DJ
ZHIGULIN, VP
ZHELEZINA, NV
BARIVSIC, N
PATRONE, L
GENISH, I
KURSTEN, R
RICHTER, A
