RADZIHOVSKY, L
KOSZTOLOWICZ, T
WASIK, S
MROWCZYNSKI, S
GLAUBER, RJ
DELOUR, J
GOLLUB, JP
SEIDE, S
HAZAREESING, A
GRIGERA, SA
MORRE, E
BALSEIRO, C
NIEVA, G
CRUZ, FDL
NEWMAN, N
MOUDDEN, AH
LEONGUEVARA, AMD
ZHU, W
BONCI, L
FARUSI, A
GRIGOLINI, P
RONCAGLIA, R
SARAGA, DS
MONTEIRO, TS
KAROLYI, G
PENTEK, A
TEL, T
GREBOGI, C
STEPANOV, VV
CARTER, B
LANGLOIS, D
ZENKIN, SV
MCNEILL, D
STRUMIA, A
CARDENAS, V
LEPE, S
SAAVEDRA, J
TOUBLAN, D
FUCHS, J
SCHWEIGERT, C
ATALMI, A
BALDO, M
BURGIO, GF
MAKOV, G
SMITH, ST
HUMMER, G
SON, DT
BREUER, HP
KAPPLER, B
PETRUCCIONE, F
PRIGOZHIN, L
THALMANN, F
KUZMENKO, NK
MIKHAJLOV, VM
FRAUENDORF, S
VANDEMBROUCQ, D
BOCCARA, AC
GOTZE, W
MAYR, MR
RYCROFT, SFWR
RAPPAPORT, ML
MYASOEDOV, Y
FRANOSCH, T
SINGH, AP
NASUNO, S
BAK, A
ARRIAGA, J
LEPINE, Y
TAVERA, W
CABRERA, GG
KRAVTSOV, AV
BANIK, SK
RAY, DS
BUHLER, C
HAMLEY, IW
NEGACHEV, SA
MALEY, MP
ZIMBOVSKAYA, NA
LITINSKII, LB
FUJIWARA, T
MORTENSEN, NA
POENICKE, A
ISTYUKOV, V
HOFMANN, S
BACKHAUS, M
MENDES, JF
MARQUES, MC
SHAW, LB
JOANNOPOULOS, J
CHIOFALO, ML
RIETHMUELLER, T
ROSENKRANZ, D
JACOBS, DJ
THORPE, MF
OCA, ACMD
MIYAHARA, S
GHULGHAZARYAN, RG
SZABO, Z
BANDYOPADHYAY, S
ENTER, ACDV
NIEDERHAUSER, B
JANSSEN, H
KOZLOVSKY, Y
COHEN, I
KRENZLIN, HM
SOULETIE, J
BENEDETTI, P
WOELKHAUSEN, T
ZVEZDIN, AK
DOBROVITSKI, VV
HARMON, BN
SUN, JZ
ABRAHAM, DW
ROCHE, K
SERGEENKOV, SA
DESERNO, M
BATTAGLIA, FP
LI, G
CUMMINS, HZ
OLIGSCHLEGER, C
SANCHEZGIL, JA
PUST, L
WENGER, LE
KOBLISCHKA, MR
PRUNERI, FJBV
HOWELLS, WS
EYTAN, G
YAYON, Y
WARREN, PB
LANG, G
PALADINO, E
MELLO, DFD
RUSSELL, EV
ISRAELOFF, NE
WALTHER, LE
GOMARIZ, HA
LOPEZCIUDAD, T
MITSAY, YN
FRIDMAN, YA
SPIRIN, DV
ALEXEEV, CN
S, M
MONARI, P
FISCHER, K
OESTREICH, T
PLEUTIN, S
FAVE, JL
PAWIG, SG
KUBOTA, S
YING, HP
MIELE, A
FLETCHER, R
BECHSTEDT, F
FIEDLER, M
KINO, H
OLAFSEN, JS
URBACH, JS
ZHANG, N
BOZIN, ES
BILLINGE, SJL
KWEI, GH
TAKAGI, H
GLEN, VA
REIJNIERS, J
ERIKSEN, KA
HALLUNDBAEK, M
HEDEGAARD, P
REE, S
REICHL, LE
KOSHIBAE, W
AL, FZE
SINDONA, A
FALCONE, G
LOPES, LC
FARA, A
PARK, S
OSIPOV, VA
KRASAVIN, SE
BAERWINKEL, K
THELKER, U
WANG, XG
WEISS, W
SHAIKHUTDINOV, SK
RITTER, M
SCHLOEGL, R
CHAUDHURI, JR
OTSUKA, Y
SATO, Y
GANGOPADHYAY, G
BOGGILD, P
REIMANN, SM
AHN, JS
BAK, J
CHOI, HS
BANG, Y
CHO, JH
XIA, QX
BODEKER, P
SCHREYER, A
BORCHERS, J
GUTHOFF, F
ZABEL, H
MARRONE, PA
PETERS, WA
TESTER, JW
ZIMMERMANN, R
SCHARDT, J
BERNHARDT, J
STARKE, U
GARRAHAN, JP
BUDDE, K
PFNUER, H
GODZIK, G
HOOLEY, C
BOLINA, O
GOERES, J
MAO, W
IBA, Y
CHIKENJI, G
MOURACHKINE, A
ZHANG, XG
ZRINYI, M
LAW, CK
PU, H
BIGELOW, NP
TIAN, G
DONGEN, PGJV
JENSEN, JB
ZAFFALON, M
HOLLINGBERY, J
PEDERSEN, SW
NYGARD, J
MICHEL, CBSM
FORCHEL, A
MORAISSMITH, C
BARONI, L
BADALYAN, SM
KRAUSS, W
GLEITER, H
REGUERA, D
MACA, F
TRUSHIN, OS
EMBERLY, E
PIVOVAROV, E
ZI, J
ZHANG, K
XIE, X
WAN, J
BELEVTSEV, BI
DALAKOVA, NV
PANFILOV, AS
AMIRANTE, E
STREY, HH
CONTI, P
REBUZZI, D
PAIVA, T
MAZUMDAR, S
CLAY, RT
AHLUWALIA, R
MAURER, SM
POIRE, EC
AMAR, MB
BIAGINI, C
KONDO, H
ZVEREV, MV
ALEKPEROV, OZ
GAYATHRI, N
XU, XQ
PENG, JL
GREENE, RL
HEINRICHS, S
GHIRLANDA, S
MUNGAN, M
SOW, C
GRIER, DG
LAGOS, RE
STEINBARANA, ACM
WILLIAMS, GA
FEI, SM
WANG, YP
PARK, CS
YOO, S
YOON, D
MINAMI, K
TATANI, K
OLSEN, MK
FEDOTOV, S
STASYUK, IV
SHVAIKA, AM
SANCHEZ, MM
SRIDHAR, R
EROMS, J
ZITZLSPERGER, M
WEISS, D
SMET, JH
ALBRECHT, C
BEHET, M
BOECK, JD
EROLES, JM
EBERLY, JH
DENISOV, VN
MALKIN, BZ
ISKHAKOVA, AI
UK, GCCLC
TAMURA, R
TANATAR, B
OZYUZER, L
MOORE, MG
WEITERING, HH
MIKHAILOV, S
METENS, S
LIMA, D
BORCKMANS, P
DEWEL, G
YAVORSKII, T
MOROZ, AV
DEMARCO, B
LACROIX, C
NUNEZREGUEIRO, MD
ZIOLO, R
GOKCEDAG, M
GLUMAC, Z
DELVIGNE, E
LAHTEENMAKI, S
FOLK, R
SHOPEN, E
VOGT, M
FUHRMANN, U
CLUA, J
BIRSE, MC
MCGOVERN, JA
RICHARDSON, KG
IVANOV, YB
KNOLL, J
VOSKRESENSKY, DN
ANANTHANARAYAN, B
NASIR, SM
PACHOS, J
DONKOV, AA
DONKOV, AD
GRANCHAROVA, EI
SHOWALTER, MR
KITANINE, N
TERRAS, V
TIP, A
DEUSCHEL, JD
IOFFE, D
KOLOMIETZ, VM
MAGNER, AG
SANZHUR, AI
CAPOBIANCO, AD
MIDRIO, M
SOMEDA, CG
CURTAROLO, S
SOMMERS, C
JOHNSON, K
CINI, M
YOKOYAMA, M
DAVOUDI, J
KOMNIK, YF
BELIAYEV, EY
MICHEL, M
SLUTSKIN, AA
SLAVIN, VV
KOVTUN, HA
EVERAERS, R
AJDARI, A
KAMBE, K
FASEL, R
AEBI, P
YANG, F
DENARDIN, JC
SOMMER, RL
ARIAS, SDT
R, R
FAGAS, G
KOZOREZOV, AG
WIGMORE, JK
KHAKHAR, DV
SHIK, AY
NIETHAMMER, B
PEGO, RL
DELLAFIORE, A
MATERA, F
BRIEVA, FA
LEMM, JC
ZWERSCHKE, SDM
MARTINS, J
MENDES, RV
HENNY, M
OBERHOLZER, S
SCHONENBERGER, C
M, SE
VEZZANI, A
BORIS, AV
KOVALEVA, NN
BAZHENOV, AV
BENTUM, PJMV
RASING, T
SAMOILOV, AV
YEH, NC
CALOGERACOS, A
MCCALL, S
CROW, JE
GUERTIN, RP
MENENDEZPROUPIN, E
PENA, JL
KRASOVSKY, IV
MAKHLIN, Y
DONG, Z
HAUG, H
CO, PGSH
MILLER, MA
DOYE, JPK
WALES, DJ
YOSHIHAMA, T
KAKURAI, K
AUTHOR, IS
NIKOGOSYAN, SK
SAHAKYAN, AA
YERITSYAN, HN
SHERMAN, A
PEARSON, J
AONISHI, T
KURATA, K
OKADA, M
FUJISAWA, T
WIEL, WGVD
BROER, BW
KOGAN, VG
CLEM, JR
SALA, FD
DICARLO, A
LUDWIG, KF
DOH, YJ
CHANG, H
KILIC, C
MEHREZ, H
CIRACI, S
CHUKIN, AV
LI, M
SMITH, BB
CAMPILLO, I
DODD, ME
HENDRY, PC
LAWSON, NS
MCCLINTOCK, PVE
WILLIAMS, CDH
MARTIN, RL
AZUMA, R
VERZAKOV, SA
STOLLHOFF, G
NOVIK, KE
MAINVILLE, J
YANG, W
WOBST, A
KOHANDEL, M
MARTIN, CL
DULTZ, SC
SHALIZI, CR
MARSHALL, RJ
NEW, GHC
CHOI, S
KINNE, M
NEUBERT, L
TASSONE, F
PIERMAROCCHI, C
HUANG, R
YAMAMOTO, Y
PAPADAKIS, SJ
POORTERE, EPD
LARKIN, MI
MAO, ZQ
MORI, Y
CHUN, SH
ABDULSABIROV, RY
BUKHARAEV, AA
ZHDANOV, MR
ZHDANOV, RS
KLOCHKOV, AV
KORABLEVA, SL
NALETOV, VV
NURGAZIZOV, NI
TAGIROV, MS
TAYURSKII, DA
DANNA, G
BERSETH, V
LYNDENBELL, D
LYNDENBELL, RM
GLINSKII, GF
KRAVCHENKO, KO
SCHOOT, PVD
ZEKRI, L
BOUAMRANE, R
BOJAN, MJ
STAN, G
STEELE, WA
COLE, MW
OZLUK, AE
NILSSON, M
MILLER, BH
DAHLBERG, ED
PEREZCONDE, J
BAKER, A
HIROSE, K
HU, W
STEINHAUER, D
THANAWALLA, A
EPSTEIN, AJ
ELBER, R
KONING, MD
STEFANUCCI, G
BALZAROTTI, A
MANSKE, D
TEWORDT, L
VEGGE, T
SENOUCI, K
PALTIEL, Y
MYASOEDOV, YN
PHAM, KV
BHAUMIK, U
HANKE, A
COOPER, KB
SCOTT, I
CRESPI, VH
BONINSEGNI, M
BIDINOSTI, CP
GHOSH, G
SASTRY, VS
SUNDAR, CS
RADHAKRISHNAN, TS
NAHM, K
SEBBAH, P
LEGRAND, O
HARIKUMAR, E
ELIEZER, D
DODDS, PS
MAKOWIEC, D
FALLER, R
PUETZ, M
MUELLERPLATHE, F
WODAWSKI, M
ABRAHAM, DB
ROCHEFORT, A
SALAHUB, DR
AVOURIS, P
BENETATOS, P
HIRANO, Y
RIBEIRO, E
JAEGGI, R
ENSSLIN, K
FRAERMAN, AA
GUSEV, SA
MAZO, LA
NEFEDOV, IM
NOZDRIN, JN
SAPOZHNIKOV, MV
SUHODOEV, LV
GULACSI, Z
LEE, SP
CHUNG, M
BETTS, JB
KAWANO, H
KAJIMOTO, R
YOSHIZAWA, H
TOMIOKA, Y
KUWAHARA, H
ELESIN, VF
NIELSEN, H
PREOSTI, G
TOSATTI, V
SAAM, WF
RAVY, S
LIO, P
KOBAYASHI, R
WARREN, JA
CARTER, WC
THIMMEL, B
LIU, HL
KOPEICHENKO, EY
TAEUBER, UC
MIDZOR, M
CHILDRESS, JR
YATSKAR, A
HUNDLEY, MF
BEYERMANN, WP
PENEV, E
OLBRICH, E
RODRIGUEZ, BA
CAPOTE, R
RODRIGUEZ, F
NEDERVEEN, AJ
ITOH, H
NONOYAMA, S
SAVAGE, A
CHAYES, LN
STANISLAVSKY, AA
HOLZFUSS, J
RUGGEBERG, M
METTIN, R
CREAGH, SC
STEPHENS, GJ
CALZETTA, EA
RAMSEY, SA
MARTELLI, D
ENGELS, J
SCHEIDELER, T
RAJAGOPAL, K
KASHTANOV, SS
BERKOVICH, A
JU, G
WANG, S
WU, K
BULGADAEV, SA
LOPEZGEJO, F
MUENKEL, C
MOUDDEN, H
HIESS, A
ACREMANN, Y
GINI, KEE
MELCHIOR, H
GANI, VA
KUDRYAVTSEV, AE
JONSSON, P
PARREIRA, JR
MORF, RH
KOASHI, M
LEGEZA, O
KAKESHITA, T
OOHARA, Y
FERNANDEZ, R
PATSAHAN, OV
PETRACIC, O
BINEK, C
KLEEMANN, W
FENG, XG
ZELAKIEWICZ, S
NOH, H
RAGUCCI, TJ
GRAMILA, TJ
CVIJANOVICH, GB
VIEIRA, AP
GONCALVES, LL
LEITE, MM
SARDELICH, M
KU, W
YAMANAKA, Y
TAKAHASHI, S
SINATRA, A
CASTIN, Y
DALIBARD, J
FRETWELL, HM
DUGDALE, SB
ALAM, MA
HEDLEY, DCR
RODRIGUEZGONZALEZ, A
PALMER, SB
TOMCZAK, P
BERTRAND, D
STONE, MB
GIBSON, PJ
TURNBULL, MM
LANDEE, CP
SIELING, M
ZVYAGIN, S
KOUROUDIS, I
MUELLERALLINGER, FB
ROCCO, A
WEST, BJ
CHAVE, J
USAMI, M
SUGA, S
LAIO, A
DEPPELER, A
GAHLER, F
LUKKARINEN, J
FAUCHERE, A
PARK, YW
CHOI, ES
SUH, DS
LEE, HJ
HUR, NJ
KIM, MS
PARK, JG
BUIATTI, M
MONTAGNINI, A
JOSEPH, D
SUDBOE, A
RIETH, T
KUNTZ, MC
ROBERTS, BW
KUO, MT
ALLAHVERDYAN, AE
BIANCONI, G
RUBIN, P
YARLAGADDA, S
BARTLETT, P
ROBINSON, RA
KELLEY, TM
NAKOTTE, H
CHRISTIANSON, AC
AUBIN, SMJ
HENDRICKSON, DN
STAMATESCU, I
DAS, N
MOOKERJEE, A
GONZALEZDIAZ, PF
SIGUENZA, CL
ISHIBASHI, K
HIJMAN, RV
BLANK, RD
PRESUTTI, E
DAMICO, I
MRYASOV, ON
STUMPF, MPH
HUANG, WJ
GOU, SC
FERNANDEZ, JF
HU, K
BRODY, JP
QUAKE, SR
MOROZOV, N
THORSMOLLE, V
PETREAN, A
KWOK, WK
MUNCHEN, MH
GOIA, DV
MATIJEVIC, E
CHING, ESC
YIU, YY
LO, KF
ASSELAH, A
RIVASSILVA, JAAJF
BERRONDO, M
CECCONI, F
LEHENY, RL
CHRISTIANSON, RJ
SOMER, FL
KAPLAN, T
TAY, TK
ALTSHULER, B
GOULDING, D
AKMAN, N
SANDLER, IM
GAO, HJ
PANG, S
XUE, ZQ
ZHANG, ZY
OSPECK, M
FRADEN, S
EZAWA, H
WATANABE, K
MAVEYRAUD, C
BENZ, W
JR, JSA
BADRAN, E
MIRELES, F
AKITA, Y
RAUPACH, R
YOSHIDA, J
PRAKASH, JR
OETTINGER, HC
MULLERNEDEBOCK, KK
JOHANSSON, P
MANOUSIOUTHAKIS, VI
CASA, D
KIRYUKHIN, V
SALEH, OA
HILL, JP
AMATO, A
SCHENCK, A
KERNER, R
JOH, YG
ORBACH, R
WOOD, GG
VIOT, P
BASU, S
ISHIKAWA, Y
WEIGEL, M
ANANTRAM, MP
GOVINDAN, TR
BACCI, SB
WAKABAYASHI, K
FUJITA, M
AJIKI, H
BENOIT, J
DANDOLOFF, R
CICUTA, GM
VERNIZZI, G
HEIJ, CP
FONTANINI, S
SANTOS, OR
HARBAUGH, JK
HILL, NA
CHEN, HD
BAI, WP
YIN, DL
ZHU, YL
LI, CY
GROVE, M
ZEINI, B
P, A
LOPEZ, R
TODOROV, MD
BOYADJIEV, TL
ALBERT, R
CARLE, N
DOUGHERTY, A
PENTTILA, JS
HAKONEN, PJ
PAALANEN, MA
LEONARDO, RD
DUSI, R
MONACO, G
SCOPIGNO, T
TAKABA, M
BUSTAMANTE, CA
SABER, M
MCLACHLAN, DS
CHITEME, C
KASSUBEK, F
SHELANKOV, AL
KIKOIN, K
HENNECKE, A
TREIBER, M
LAUNOIS, P
MORET, R
HONE, J
TALBOT, J
LLUSCA, E
PARKER, IFG
ENDRES, M
THOMAS, PJ
YANG, G
GOUGH, CE
MOREL, S
VALENTIN, G
BUTTA, P
HAKIOGLU, T
ZHURAVLEV, MY
BASCHNAGEL, J
KRAMER, A
BERNARDES, AT
MACIOCCO, R
NICODEMI, F
KIM, GH
PLAPP, M
YEH, AS
STORMER, HL
BALDWIN, KW
FARINAS, PF
STUDART, N
ZAJDENWEBER, D
CERBONESCHI, E
ARIMONDO, E
ALIEV, MK
ALIMOV, GR
KHOLBAEV, I
MUMINOV, TM
OLIMOV, B
SOKOLOV, BY
USMANOV, RR
PNIOWER, JC
PINCZUK, A
PELLEGRINI, V
TINTE, S
STACHIOTTI, MG
RODRIGUEZ, CO
NOVIKOV, DL
IGNATOV, AA
MIYAKAWA, N
BRANCH, D
HANSEN, U
VOGL, P
BETTS, DD
STEWART, GE
FLYNN, JS
JANCU, RSJM
NEVES, UPC
DOUBLET, M
RAO, RA
EOM, CB
THIMM, WB
FUENTE, ORDL
UNIVERSIDAD, JMSS
BOUTREUX, T
GENNES, PD
BALL, RC
WARR, S
BATTY, M
ARIZMENDI, CM
SANCHEZ, JR
KOLAN, AJ
TKACHENKO, AV
MITCHELL, M
DAS, R
KRISHNA, S
PELLEGRINI, S
MANSILLA, R
COCHO, G
KAPLAN, L
KHALATNIKOV, IM
KROYTER, M
BORISENKO, O
VELYTSKY, A
REINGRUBER, J
NEUHAUS, T
VOROBEV, PV
IANOVSKI, VV
IVANOV, DY
SERBO, VG
WILK, G
WLODARCZYK, Z
BERRUTO, F
TERASHIMA, H
TAKASAKI, K
GRISARU, MT
KAMELA, M
KNUTTWEHLAU, ME
PAGE, P
QUEVEDO, F
ZEBARJAD, M
KAUFFMAN, S
SMOLIN, L
ELIZALDE, E
VASSILEVICH, DV
MOODY, RV
WILSON, DB
RASMUSSEN, KO
ZHARNITSKY, V
MITKOV, I
STOTT, MJ
TZENOV, SI
PRICE, GD
PETERS, MH
PATRA, M
KORFF, C
SCHRADER, R
THIENEL, HP
BENDER, C
MEISINGER, P
BASUMALLICK, B
WEBERGOTTSCHICK, H
OLIMOV, BA
RUMI, RF
TURKMENOV, HI
MISTURA, G
BRUSCHI, L
BENDAZZOLI, GL
EVANGELISTI, S
SOKOLOWSKI, M
KAMPPETER, T
JENSEN, NG
BRUUN, G
BLANDIN, P
CSAHOK, Z
MUNOZ, JD
MARTINS, JSS
TRAN, NL
GROSU, I
TAKENAKA, K
IIDA, K
SAWAKI, Y
SUGAI, S
NAKAMURA, A
BRADEN, M
TEGZES, P
RAPAPORT, DC
RUIJTER, MJD
BOWLER, DR
HOOF, JBANV
SCHEP, KM
VANGHELI, DA
COVLESCU, H
ARDELEAN, G
STELIA, C
FRYDMAN, A
ENGEL, LW
SUN, HB
TAKESUE, S
LEDOIT, O
NOULLEZ, A
BIGELIS, S
HAWRYLAK, P
JELLAL, A
ANDERSSON, M
STASIO, MD
BURNS, CA
ISAACS, ED
HAEUSLER, W
LEE, BH
LEE, N
SIMOES, CS
OKAMURA, H
HEIMAN, D
INGUSCIO, M
TINO, GM
ROBINSON, HD
DAMORE, F
GAGLIARDI, S
BICZO, G
HARRIS, M
RY, PB
FUR, MI
MIYAKE, H
KAYA, H
KIMURA, S
SHINOZAKI, H
NANBA, T
SHIMIZU, N
TAKABATAKE, T
FUKAO, K
KANTELHARDT, JW
BUNDE, A
MARINARO, D
JONSON, R
LO, TS
SVENSON, P
LEE, SJ
KIM, B
LEE, JR
COHN, JL
LEUENBERGER, MN
VINAS, X
JANSSEN, JW
BENICHOU, O
LEMARCHAND, A
CAPUZZI, P
LAPENA, AM
LANGER, SA
LIU, AJ
XIE, YH
JESPERSEN, S
FOGEDBY, RMHC
HASCOET, E
FRANZOSI, R
SPINELLI, L
DRCHAL, V
NERI, D
SILVA, E
SARTI, S
MARCON, R
GIURA, M
FASTAMPA, R
SPARVIERI, N
ISSAENKO, AS
GRASSO, JR
SERGEEV, A
MARTINEK, J
BARNAS, J
MICHALEK, G
FERT, A
SERRANO, M
AL, GRE
ZHU, J
KIM, W
AMORUSO, M
NAKHMANSON, SM
MATSUO, M
CHOI, MS
MURZIN, SS
CLAUS, I
JANSEN, AGM
BOCQUET, M
MASON, N
FAVE, J
TRIANTAFILLOU, M
ALFARO, J
CUBERO, O
URRUTIA, LF
TAKASAKI, H
MIERZEJEWSKI, M
SOKOLOVSKA, TG
EREMENTCHOUK, M
IGNATCHENKO, VA
ANISIMOV, MA
AGAYAN, VA
SENGERS, JV
THEUMANN, WK
HAMMARLID, O
DSOUZA, RM
MARGOLUS, NH
BARCO, ED
VERNIER, N
HERNANDEZ, JM
TEJADA, J
MOLINS, E
BELLESSA, G
HAUCH, JA
HOLLAND, D
MARDER, MP
SWINNEY, HL
MOTOYA, K
FAK, B
CHIN, SA
FORBERT, HA
RN, JA
BROM, HEVD
RUITENBEEK, JMV
CAMALET, S
CORSON, J
MALLOZZI, R
ORENSTEIN, J
MAU, S
THAKUR, JS
NEILSON, D
NILSSON, U
PASUPATHY, A
KASNER, G
PAPADOPOLOS, Z
KRAMER, P
BURGLER, DE
RD, PH
JURY, SI
BLADON, P
CHIGRIN, DN
LAVRINENKO, AV
VAFEK, O
DONEV, A
ROCKWELL, J
ERIKSSON, MA
DENNIS, BS
KUTBAY, U
BARES, PA
GRZEGORCZYK, K
DJURBERG, C
SCHWEIKA, W
ICE, GE
SPARKS, CJ
HILL, RW
LUPIEN, C
POPIC, B
CAMPBELLSMITH, A
JADALLAH, HT
STERNBERG, P
JACKELI, G
HALEY, SB
SEDRAKYAN, DG
SEDRAKYAN, AG
GASUMYANTS, VE
SHALAEV, OL
KOSEVICH, YA
SYRKIN, ES
MOROZOV, VF
JACOBS, A
KUMMEL, R
PLEHN, H
FILINOV, V
LOZOVIK, Y
FILINOV, A
ZACHAROV, I
OPARIN, A
KRASHENINNIKOV, AV
KOLTSOV, RA
ROSE, G
PATANJALI, PV
THEULE, P
HAKIM, N
SURYANARAYANAN, R
APOSTU, M
PARIMI, PV
SHI, J
SANDERS, BC
PAN, S
PIETRI, R
THOMAS, SG
STEWART, GR
SCHEIDT, EW
SCHREINER, T
BARANOVSKII, SD
SHLIMAK, IS
FILIPPIS, GD
IADONISI, G
MAGALHAES, SG
THEUMANN, A
DUNNE, GV
MELO, CARSD
PAN, JSBCSS
VALKERING, AMC
SOMMERFELD, PKH
VEN, RAMVD
HEIJDEN, RWVD
BLOM, FAP
HONGLER, M
PETAJA, V
ADAMS, MA
SIFKOVITS, M
HELLWIG, S
LUDOPH, B
ESTEVE, D
URBINA, C
CHANDRA, N
SEXTON, MG
SCHAEFFER, DG
ONUCHIC, J
KUPLEVAKHSKY, SV
NADUEV, AV
NAYDENOV, SV
LEONHARDT, U
PIWNICKI, P
STEINBERG, M
ORTNER, J
HAN, PD
SALINAS, SRA
JACK, MW
CASADEMONT, J
MIRASSO, CR
TORRENT, MC
DEMIKHOVSKII, VY
KAMENEV, DI
LUNAACOSTA, GA
STEPANOV, M
SEGRE, E
YIOU, P
GHIL, M
MAILLET, JB
WILSON, JL
FOWLER, PW
ALMUSHADANI, O
CUCCHIERI, A
MENDES, T
BRISUDOVA, MM
BURAKOVSKY, L
GOLDMAN, T
CALZETTA, E
FERNANDEZ, VI
GEORGIEV, LS
TODOROV, IT
BRZEZINSKI, T
GONERA, C
MASLANKA, P
SZTUCKI, J
WU, MG
JORAS, SE
MARINESCU, M
YOU, L
PETROSYAN, KG
TERHAL, BM
BRIEGEL, HJ
GEIST, W
KENNEDY, TAB
GRECU, D
CARSTEA, AS
VISINESCU, A
LEE, HR
BASU, A
NISHIDA, M
KURIHARA, S
DURGANANDINI, P
REIDL, J
SSEN, PS
POIKOLAINEN, RS
RYYNANEN, TV
ILICHEV, E
ZAKOSARENKO, V
IJSSELSTEIJN, RPJ
HOENIG, HE
SCHULTZE, V
MEYER, HG
GRAJCAR, M
LUTZ, E
TABUNSCHYK, KV
PECHENIK, L
KRAUS, I
MEYER, RB
ARTAMONOV, SA
POGORELOV, YG
MESOT, J
MEJIAMONASTERIO, C
RUPP, T
LYTHE, G
BERTOTTI, G
BASSO, V
MAGNI, A
BEREND, D
WILLANDER, M
WILDES, A
HARRIS, R
DOSANJH, P
WU, BQ
KIANG, CH
ENDO, M
AJAYAN, PM
DRESSELHAUS, G
DRESSELHAUS, MS
NIKULOV, AV
BAUMGAERTNER, A
POPOVICIU, CP
LIN, QM
CHU, CW
LOUCA, D
RODRIGUES, ES
GARCIACRISTOBAL, A
SHIBATA, Y
CONSTA, S
ALEXANDROWICZ, Z
YAROTSKY, DA
GAPONENKO, SV
KONDIC, L
BURAGOHAIN, C
LOU, J
HERHOLD, A
JR, HEK
VILLAGONZALO, C
YANSON, AI
BOLLINGER, GR
NORRELYKKE, SF
SAINI, NL
BIANCONI, A
LANZARA, A
AVILA, J
ASENSIO, MC
GU, GD
KOSHIZUKA, N
CHAKOUMAKOS, BC
DRAGULESCU, A
ORDONEZ, C
PRODAN, E
KAMENEVA, MY
IGNESMULLOL, J
BAUDRY, J
LEJCEK, L
IN, AKSEASE
ZAREYAN, M
BELLISSENTFUNEL, M
USKI, V
NIELSEN, JK
TESSMER, SH
HAMAMOTO, N
ONISHI, N
SULPIZI, M
DEDERICHS, P
WEINBERGER, P
CHAYES, LY
GATTRINGER, C
MCCORMICK, KL
WOODSIDE, MT
HUANG, M
MCEUEN, P
DURUOZ, C
WU, C
ZHILYAEV, IN
VAZQUEZPRADA, M
SCHON, JC
CHIKKATUR, A
CARA, MARD
KAUFMANN, BA
TANGNEY, P
FAHY, S
BELOBORODOV, IS
AUER, J
MOELLER, S
BUHMANN, H
BERGARA, A
DULIC, D
NIDEROEST, M
FRASSANITO, R
SAALFRANK, M
ZAVARITSKY, VN
LI, TW
KES, PH
HEEB, R
KUBOTA, M
FUJIOKA, H
BRATUS, KN
YAMAMOTO, J
BOETTGER, JC
JONES, MD
NGUYEN, ML
CHU, JC
N, RP
A, SE
L, T
M, FP
PROZOROV, T
GEDANKEN, A
MISBAH, C
VALANCE, A
DIDUKH, L
HANKEVYCH, V
KAWATE, E
OLSEN, R
HART, M
PIERCE, ME
RAE, HC
WYBOURNE, MN
MIGLIORINI, G
BERKER, AN
KABAKCIOGLU, A
TRIAMPO, W
SAITO, R
RASCHKE, MB
HOFER, U
MOL, BV
IVANOV, AL
MABILAT, H
PEREBEINOS, V
DAVIDOVIC, D
GEMINARD, JC
LOSERT, W
YANG, L
HAN, J
MORPURGO, AF
ROBINSON, DB
NAROZHNYI, VN
DOLEZ, P
LIGNERIS, BD
AUBIN, M
CAVE, J
ECKERT, D
NENKOV, KA
FENDRIK, AJ
FREUDENBERGER, J
KOCHETKOV, VN
GARCIARIPOLL, JJ
NHO, K
SEGAWA, K
PARK, Y
SULLIVAN, JM
GREEN, ACM
NIELSEN, JL
STRAUB, D
ROYCHOWDHURY, VP
SHENG, L
CHVOSTA, P
POTTIER, N
WANG, YJ
BASSI, ZS
SHIINA, R
VENEMA, LC
TUINSTRA, HLJT
ANDRYUSHECHKIN, BV
ELTSOV, KN
SHEVLYUGA, VM
DITTRICH, T
NAITOH, J
NANBA, N
MATOBA, M
NISHIOKA, M
ANZAI, S
ECKHOFF, M
KLEIN, M
NAGASHIMA, HN
FARIA, RM
FRANCESCHI, SD
GIAZOTTO, F
BELTRAM, F
SORBA, L
LAZZARINO, M
FRANCIOSI, A
SODING, J
GUERYODELIN, D
DESBIOLLES, P
CHEVY, F
INAMORI, H
PEREZGARCIA, V
SANTOS, JMBLD
LOPES, JMVP
KURZ, G
KATZGRABER, HG
BUCHLER, HP
SCHNIEDER, BI
FERREIRA, SJ
HIRSCH, JE
MERCALDO, LV
MARITATO, L
THAKUR, PK
MALLIK, R
REDDY, ES
PAULOSE, PL
SAMPATHKUMARAN, EV
ARDONNE, E
FUBINI, A
ODNOBLYUDOV, MA
YASSIEVICH, IN
KAGAN, MS
DICKMAN, AG
GRANDI, BCS
FIGUEIREDO, W
PAZY, E
JUHASZ, R
SENGUPTA, K
RAGHUNATHAN, VA
KATSARAS, J
TURIEL, A
POZO, AD
HERTZ, JA
SREEKALA, R
STRECKER, M
WORTMANN, G
JOU, D
HAFFNER, S
DURR, C
JUNG, C
REICHARDT, G
POINCARE, UH
I, N
LOEWE, H
CHAUDHARY, S
ROY, SB
PYRKOV, VN
BURLAKOV, VM
LOPATIN, A
XUE, Y
REIFENBERGER, R
HENDERSON, JI
